act,scene,character,dialogue,line_number,paraphrased
Act IV,Scene III,Hamlet,"Not where he eats, but where he is eaten: a certain",2682," Not the place he dines, but the place he's consumed: a specific one."
Act IV,Scene III,Hamlet,convocation of politic worms are e'en at him. Your,2683, A gathering of political figures surrounds him.
Act IV,Scene III,Hamlet,worm is your only emperor for diet: we fat all,2684, The worm is your sole dietary ruler; we grow fat from it.
Act IV,Scene III,Hamlet,"creatures else to fat us, and we fat ourselves for",2685," Other creatures might fatten us up, but we fatten ourselves instead."
Act IV,Scene III,Hamlet,maggots: your fat king and your lean beggar is but,2686, Maggots: Your obese king and your impoverished beggar are no exception.
Act IV,Scene III,Hamlet,"variable service, two dishes, but to one table:",2687," One server, two courses, yet only one setting:"
Act IV,Scene III,Hamlet,that's the end.,2688, That's it.
Act IV,Scene III,King Claudius,"Alas, alas!",2689," Oh no, oh no!"
Act IV,Scene III,Hamlet,A man may fish with the worm that hath eat of a,2690, A person can use a worm that has already eaten.
Act IV,Scene III,Hamlet,"king, and eat of the fish that hath fed of that worm.",2691," King, and consume the fish that previously ate the worm."
Act IV,Scene III,King Claudius,What dost you mean by this?,2692, What do you mean by that?
Act IV,Scene III,Hamlet,Nothing but to show you how a king may go a,2693, There's nothing else except to demonstrate for you how a king behaves.
Act IV,Scene III,Hamlet,progress through the guts of a beggar.,2694, Make progress using the resources of someone in need.
Act IV,Scene III,King Claudius,Where is Polonius?,2695, Where is Polonius located?
Act IV,Scene III,Hamlet,In heaven; send hither to see: if your messenger,2696," In heaven, have someone come here to check: if your representative is available."
Act IV,Scene III,Hamlet,"find him not there, seek him i' the other place",2697," I didn't find him there, so I looked for him elsewhere."
Act IV,Scene III,Hamlet,"yourself. But indeed, if you find him not within",2698," You, but if you don't find him there."
Act IV,Scene III,Hamlet,"this month, you shall nose him as you go up the",2699," This month, you'll encounter him on your way up."
Act IV,Scene III,Hamlet,stairs into the lobby.,2700, stairs leading to the lobby.
Act IV,Scene III,King Claudius,Go seek him there.,2701, Go find him there.
Act IV,Scene III,[stage direction],To some Attendants,, To certain Helpers or Assistants
Act IV,Scene III,Hamlet,He will stay till ye come.,2702, He'll stay until you arrive.
Act IV,Scene III,[stage direction],Exeunt Attendants,," They exit, the assistants. (or) The attendants leave."
Act IV,Scene III,King Claudius,"Hamlet, this deed, for thine especial safety,--",2703," Hamlet, I strongly recommend you carry out this action, primarily for your own security."
Act IV,Scene III,King Claudius,"Which we do tender, as we dearly grieve",2704," Which we deeply mourn, heartfelt sorrow shared"
Act IV,Scene III,King Claudius,"For that which thou hast done,--must send thee hence",2705," Due to what you've done, you need to leave here."
Act IV,Scene III,King Claudius,With fiery quickness: therefore prepare thyself;,2706," With swift fierceness, prepare yourself."
Act IV,Scene III,King Claudius,"The bark is ready, and the wind at help,",2707," The ship is prepared, and a favorable wind is blowing."
Act IV,Scene III,King Claudius,"The associates tend, and every thing is bent",2708," The assistants tend to it, and everything seems to be directed towards that point."
Act IV,Scene III,King Claudius,For England.,2709," For England, my heart! (Shakespeare's ""Othello"")

 Modern equivalent: I stand by England, all the way."
Act IV,Scene III,Hamlet,For England!,2710," For England, my dear! (Informal exclamation)
   Let's support England! (Formal declaration)"
Act IV,Scene III,King Claudius,"Ay, Hamlet.",2711," Ah, Hamlet."
Act IV,Scene III,Hamlet,Good.,2712, Great!
Act IV,Scene III,King Claudius,"So is it, if thou knew'st our purposes.",2713, If you knew what we were planning.
Act IV,Scene III,Hamlet,"I see a cherub that sees them. But, come; for",2714," I see a cherub observing them. However, let's join now."
Act IV,Scene III,Hamlet,"England! Farewell, dear mother.",2715," England! Farewell, my beloved homeland."
Act IV,Scene III,King Claudius,"Thy loving father, Hamlet.",2716," Your loving father, Hamlet."
Act IV,Scene III,Hamlet,My mother: father and mother is man and wife; man,2717," My mom: Parents are a man and a woman, specifically a husband and a wife."
Act IV,Scene III,Hamlet,"and wife is one flesh; and so, my mother. Come, for England!",2718," ""And a husband and wife are one, indivisible unit; similarly, my mom. Let's go for England!"""
Act IV,Scene III,[stage direction],Exit,, Leave / Depart / Go away / Step out (informal)
Act IV,Scene III,King Claudius,Follow him at foot; tempt him with speed aboard;,2719, Follow him on foot; lure him with speed on board.
Act IV,Scene III,King Claudius,Delay it not; I'll have him hence to-night:,2720," Don't delay, I'll send him away tonight."
Act IV,Scene III,King Claudius,Away! for every thing is seal'd and done,2721, Leave now! Everything has been decided and finished.
Act IV,Scene III,King Claudius,"That else leans on the affair: pray you, make haste.",2722, Something's depending on this situation: please hurry up.
Act IV,Scene III,[stage direction],Exeunt ROSENCRANTZ and GUILDENSTERN,, Rosencrantz and Guildenstern exit (Shakespeare)
Act IV,Scene III,King Claudius,"And, England, if my love thou hold'st at aught--",2723," And if you, England, have any affection for me at all-"
Act IV,Scene III,King Claudius,"As my great power thereof may give thee sense,",2724," To the best of my ability, I shall help you understand."
Act IV,Scene III,King Claudius,Since yet thy cicatrice looks raw and red,2725, Because your scar still appears fresh and red.
Act IV,Scene III,King Claudius,"After the Danish sword, and thy free awe",2726," After wielding the Danish sword, you were fearlessly independent"
Act IV,Scene III,King Claudius,Pays homage to us--thou mayst not coldly set,2727, Pays tribute to us—do not disregard it casually
Act IV,Scene III,King Claudius,"Our sovereign process; which imports at full,",2728, Our complete and comprehensive procedure; that brings in everything fully.
Act IV,Scene III,King Claudius,"By letters congruing to that effect,",2729," According to the correspondence received, it indicates..."
Act IV,Scene III,King Claudius,"The present death of Hamlet. Do it, England;",2730," The current death of Hamlet. Carry it out, England. (Simplified and more colloquial: Get rid of Hamlet, England.)"
Act IV,Scene III,King Claudius,"For like the hectic in my blood he rages,",2731, The chaos inside me surges intensely.
Act IV,Scene III,King Claudius,"And thou must cure me: till I know 'tis done,",2732," You need to heal me; until I'm sure it's complete, I can't relax."
Act IV,Scene III,King Claudius,"Howe'er my haps, my joys were ne'er begun.",2733," Regardless of my circumstances, my happiness never began."
Act IV,Scene III,[stage direction],Exit,, Leave (or Quit)
Act IV,Scene IV,[stage direction],"Enter FORTINBRAS, a Captain, and Soldiers, marching",," Here comes CAPTAIN FORTINBRAS, along with his troops, advancing."
Act IV,Scene IV,Prince Fortinbras,"Go, captain, from me greet the Danish king;",2734," Go, Captain, give my regards to the Danish monarch."
Act IV,Scene IV,Prince Fortinbras,"Tell him that, by his licence, Fortinbras",2735," Inform him that, according to his permission, it's Fortinbras."
Act IV,Scene IV,Prince Fortinbras,Craves the conveyance of a promised march,2736, Yearns for the fulfillment of a promised journey
Act IV,Scene IV,Prince Fortinbras,Over his kingdom. You know the rendezvous.,2737," Over your domain, you're aware of the meeting point."
Act IV,Scene IV,Prince Fortinbras,"If that his majesty would aught with us,",2738," If His Majesty wishes to interact with us,"
Act IV,Scene IV,Prince Fortinbras,We shall express our duty in his eye;,2739, We will ensure he's aware of our commitment.
Act IV,Scene IV,Prince Fortinbras,And let him know so.,2740, And let them be informed about it.
Act IV,Scene IV,Captain,"I will do't, my lord.",2741," I won't do it, my lord."
Act IV,Scene IV,Prince Fortinbras,Go softly on.,2742, Proceed gently ahead.
Act IV,Scene IV,[stage direction],Exeunt FORTINBRAS and Soldiers,, Fortinbras and his soldiers leave the stage.
Act IV,Scene IV,[stage direction],"Enter HAMLET, ROSENCRANTZ, GUILDENSTERN, and others",," Enter Hamlet, Rosencrantz, Guildenstern, and some additional characters."
Act IV,Scene IV,Hamlet,"Good sir, whose powers are these?",2743," Excuse me, who possesses these abilities?"
Act IV,Scene IV,Captain,"They are of Norway, sir.",2744," They're Norwegian, sir."
Act IV,Scene IV,Hamlet,"How purposed, sir, I pray you?",2745," How do you plan, sir?"
Act IV,Scene IV,Captain,Against some part of Poland.,2746," Against a part of Poland. (Modern usage would be ""within Poland"" or ""in Poland"" for a location, and ""against Poland"" for a conflict or opposition.)"
Act IV,Scene IV,Hamlet,"Who commands them, sir?",2747," Who is in charge of them, sir?"
Act IV,Scene IV,Captain,"The nephews to old Norway, Fortinbras.",2748," The descendants of ancient Norway, Fortinbras."
Act IV,Scene IV,Hamlet,"Goes it against the main of Poland, sir,",2749," Does it violate Polish law, sir?"
Act IV,Scene IV,Hamlet,Or for some frontier?,2750," Or perhaps, toward some frontier?"
Act IV,Scene IV,Captain,"Truly to speak, and with no addition,",2751," To be completely honest, without any embellishments."
Act IV,Scene IV,Captain,We go to gain a little patch of ground,2752, We're heading there to secure a small area.
Act IV,Scene IV,Captain,That hath in it no profit but the name.,2753, It has no value beyond its name.
Act IV,Scene IV,Captain,"To pay five ducats, five, I would not farm it;",2754," To farm it, I wouldn't do it for five dollars."
Act IV,Scene IV,Captain,Nor will it yield to Norway or the Pole,2755, It won't give way to Norway or Poland.
Act IV,Scene IV,Captain,"A ranker rate, should it be sold in fee.",2756," A rated item, if put up for sale, would require payment."
Act IV,Scene IV,Hamlet,"Why, then the Polack never will defend it.",2757," The Pole won't defend it, then."
Act IV,Scene IV,Captain,"Yes, it is already garrison'd.",2758," Yes, it's already occupied or stationed there."
Act IV,Scene IV,Hamlet,Two thousand souls and twenty thousand ducats,2759,"2,000 people and 20,000 dollars (or other currency)"
Act IV,Scene IV,Hamlet,Will not debate the question of this straw:,2760, I won't discuss the matter regarding that straw.
Act IV,Scene IV,Hamlet,"This is the imposthume of much wealth and peace,",2761, This is a treasure trove of immense wealth and tranquility.
Act IV,Scene IV,Hamlet,"That inward breaks, and shows no cause without",2762, It conceals the reason for its inner turmoil.
Act IV,Scene IV,Hamlet,"Why the man dies. I humbly thank you, sir.",2763," Why does a person die? I'm grateful for your help, sir."
Act IV,Scene IV,Captain,"God be wi' you, sir.",2764," Hello there, sir."
Act IV,Scene IV,[stage direction],Exit,," Leave, depart or exit (informal) - ""Bounce"" or ""Skedaddle"""
Act IV,Scene IV,Rosencrantz,"Wilt please you go, my lord?",2765," Would you like to go, sir?"
Act IV,Scene IV,Hamlet,I'll be with you straight go a little before.,2766, I will arrive slightly ahead of time.
Act IV,Scene IV,[stage direction],Exeunt all except HAMLET,, Everyone leaves except Hamlet
Act IV,Scene IV,Hamlet,"How all occasions do inform against me,",2767, Every situation seems to work against me.
Act IV,Scene IV,Hamlet,"And spur my dull revenge! What is a man,",2768," And ignite my dormant anger! What's a human being,"
Act IV,Scene IV,Hamlet,If his chief good and market of his time,2769, If his primary purpose and main source of income during that period are...
Act IV,Scene IV,Hamlet,"Be but to sleep and feed? a beast, no more.",2770, To just sleep and eat? I'm no different from an animal.
Act IV,Scene IV,Hamlet,"Sure, he that made us with such large discourse,",2771," Absolutely, the one who created us with such extensive communication skills..."
Act IV,Scene IV,Hamlet,"Looking before and after, gave us not",2772, Looking both before and after yielded no results for us.
Act IV,Scene IV,Hamlet,That capability and god-like reason,2773," That ability and intelligent understanding (similar to a deity)

or

That skill and divine intelligence

or

That capacity and divine reasoning

The original line is somewhat poetic and could be interpreted differently, so I provided multiple options for modern translation."
